Rank,Zip Code,Population
"1,199",76648,"2,554"
"1,200",78662,"2,552"
"1,201",75954,"2,550"
"1,202",76936,"2,547"
"1,203",78650,"2,539"
"1,204",78123,"2,528"
"1,205",75639,"2,525"
"1,206",76624,"2,522"
"1,207",75770,"2,517"
"1,208",79079,"2,509"
"1,209",76511,"2,497"
"1,210",75661,"2,482"
"1,211 TIE",75760,"2,481"
"1,211 TIE",79525,"2,481"
"1,213",75417,"2,479"
"1,214",79843,"2,461"
"1,215",75163,"2,450"
"1,216",75778,"2,443"
"1,217 TIE",79064,"2,442"
"1,217 TIE",75486,"2,442"
"1,219",76252,"2,424"
"1,220",77872,"2,416"
"1,221",75980,"2,407"
"1,222",79520,"2,393"
"1,223",78152,"2,380"
"1,224",77664,"2,368"
"1,225",75571,"2,367"
"1,226",77420,"2,365"
"1,227",78235,"2,362"
"1,228",76554,"2,360"
"1,229",76430,"2,340"
"1,230",76449,"2,339"
"1,231",79101,"2,335"
"1,232",78406,"2,328"
"1,233",76908,"2,319"
"1,234",78409,"2,312"
"1,235",75246,"2,307"
"1,236",75630,"2,306"
"1,237",79245,"2,304"
"1,238",79758,"2,286"
"1,239",76530,"2,277"
"1,240",77865,"2,274"
"1,241 TIE",77364,"2,272"
"1,241 TIE",75668,"2,272"
"1,243",77983,"2,251"
"1,244",78056,"2,250"
"1,245",75968,"2,235"
"1,246",79040,"2,232"
"1,247",78359,"2,231"
"1,248",75833,"2,223"
"1,249",79325,"2,218"
"1,250",75938,"2,217"
"1,251",75202,"2,212"
"1,252",78393,"2,194"
"1,253",77861,"2,171"
"1,254",76693,"2,170"
"1,255",78950,"2,166"
"1,256",78940,"2,164"
"1,257",75436,"2,155"
"1,258 TIE",75643,"2,138"
"1,258 TIE",78597,"2,138"
"1,260",79855,"2,134"
"1,261",75859,"2,125"
"1,262",75479,"2,122"
"1,263",79083,"2,118"
"1,264",75845,"2,105"
"1,265",75651,"2,101"
"1,266",77650,"2,094"
"1,267",75554,"2,078"
"1,268",79346,"2,062"
"1,269",76861,"2,053"
"1,270",79111,"2,046"
"1,271",76366,"2,036"
"1,272",78407,"2,033"
"1,273",79241,"2,025"
"1,274 TIE",76443,"2,019"
"1,274 TIE",77426,"2,019"
"1,276 TIE",79752,"2,014"
"1,276 TIE",77455,"2,014"
"1,278",76837,"2,001"
"1,279",76064,"1,999"
"1,280",79096,"1,988"
"1,281",76857,"1,984"
"1,282",78638,"1,978"
"1,283",78609,"1,966"
"1,284",75558,"1,958"
"1,285",76701,"1,953"
"1,286",79357,"1,944"
"1,287",78005,"1,942"
"1,288",76433,"1,934"
"1,289",75471,"1,932"
"1,290",79734,"1,918"
"1,291",76935,"1,916"
"1,292",76687,"1,915"
"1,293",79019,"1,914"
"1,294",78055,"1,899"
"1,295",76351,"1,895"
"1,296",78389,"1,888"
"1,297",76271,"1,873"
"1,298",76556,"1,863"
"1,299 TIE",78719,"1,856"
"1,299 TIE",76454,"1,856"
"1,301",79545,"1,855"
"1,302",75127,"1,854"
"1,303",79009,"1,825"
"1,304",75931,"1,821"
"1,305",77880,"1,816"
"1,306",76670,"1,815"
"1,307 TIE",78019,"1,802"
"1,307 TIE",79322,"1,802"
"1,309",75102,"1,795"
"1,310",75480,"1,786"
"1,311 TIE",76629,"1,781"
"1,311 TIE",76127,"1,781"
"1,313",77430,"1,780"
"1,314",76859,"1,773"
"1,315",76641,"1,768"
"1,316",75431,"1,745"
"1,317",77564,"1,737"
"1,318",76622,"1,734"
"1,319",76245,"1,731"
"1,320",75861,"1,727"
"1,321",76945,"1,715"
"1,322",76129,"1,700"
"1,323",76270,"1,697"
"1,324",79343,"1,695"
"1,325",78147,"1,691"
"1,326",77622,"1,685"
"1,327",76630,"1,683"
"1,328",76599,"1,681"
"1,329",78615,"1,674"
"1,330",79005,"1,671"
"1,331",79043,"1,650"
"1,332",75930,"1,649"
"1,333",76878,"1,642"
"1,334 TIE",79546,"1,639"
"1,334 TIE",78011,"1,639"
"1,336",76639,"1,638"
"1,337 TIE",75847,"1,635"
"1,337 TIE",76671,"1,635"
"1,339",76632,"1,627"
"1,340",75933,"1,624"
"1,341",79355,"1,613"
"1,342",79371,"1,600"
"1,343",78959,"1,584"
"1,344",77837,"1,580"
"1,345",78379,"1,578"
"1,346",79851,"1,573"
"1,347",76371,"1,568"
"1,348",75929,"1,553"
"1,349",78881,"1,549"
"1,350",75850,"1,544"
"1,351",77975,"1,540"
"1,352",76518,"1,536"
"1,353",75487,"1,534"
"1,354",79744,"1,531"
"1,355",76265,"1,529"
"1,356",76389,"1,528"
"1,357",78205,"1,521"
"1,358",76453,"1,515"
"1,359",76636,"1,507"
"1,360",76471,"1,500"
"1,361",76627,"1,499"
"1,362",76635,"1,498"
"1,363",78151,"1,495"
"1,364",76853,"1,492"
"1,365",75451,"1,475"
"1,366 TIE",79313,"1,457"
"1,366 TIE",75667,"1,457"
"1,368",79248,"1,455"
"1,369",76578,"1,453"
"1,370",78594,"1,446"
"1,371",79084,"1,441"
"1,372",79381,"1,425"
"1,373",75555,"1,424"
"1,374",78548,"1,412"
"1,375",76941,"1,410"
"1,376",76653,"1,409"
"1,377",79372,"1,400"
"1,378",76951,"1,391"
"1,379",75420,"1,384"
"1,380 TIE",78341,"1,365"
"1,380 TIE",79358,"1,365"
"1,380 TIE",76933,"1,365"
"1,383",77951,"1,361"
"1,384",78933,"1,357"
"1,385",78632,"1,350"
"1,386",78833,"1,346"
"1,387 TIE",75932,"1,343"
"1,387 TIE",77442,"1,343"
"1,389",77660,"1,342"
"1,390",79092,"1,339"
"1,391",79052,"1,334"
"1,392",78873,"1,324"
"1,393",79057,"1,316"
"1,394",76626,"1,309"
"1,395",77482,"1,307"
"1,396",76472,"1,305"
"1,397",77577,"1,303"
"1,398",75937,"1,298"
"1,399",79543,"1,295"
"1,400",76596,"1,271"
"1,401",77873,"1,270"
"1,402",79351,"1,268"
"1,403",76561,"1,259"
"1,404",76673,"1,253"
"1,405",78954,"1,245"
"1,406",75976,"1,239"
"1,407",79370,"1,236"
"1,408",79312,"1,235"
"1,409",78884,"1,233"
"1,410",79778,"1,223"
"1,411",78024,"1,222"
"1,412",75926,"1,220"
"1,413",79031,"1,217"
"1,414",76228,"1,210"
"1,415",79502,"1,208"
"1,416 TIE",76264,"1,203"
"1,416 TIE",79042,"1,203"
"1,418",76690,"1,200"
"1,419",79250,"1,188"
"1,420",78850,"1,181"
"1,421",76203,"1,178"
"1,422",79839,"1,174"
"1,423",75943,"1,171"
"1,424",76652,"1,169"
"1,425",79345,"1,166"
"1,426 TIE",79511,"1,165"
"1,426 TIE",75449,"1,165"
"1,428",79529,"1,164"
"1,429",75556,"1,162"
"1,430",76525,"1,160"
"1,431",78880,"1,159"
"1,432",75574,"1,157"
"1,433",77585,"1,152"
"1,434",79563,"1,149"
"1,435",75439,"1,141"
"1,436 TIE",75435,"1,137"
"1,436 TIE",77971,"1,137"
"1,438",77533,"1,135"
"1,439",78623,"1,132"
"1,440",79227,"1,131"
"1,441",75669,"1,124"
"1,442",76538,"1,119"
"1,443",78549,"1,109"
"1,444",79366,"1,107"
"1,445",75477,"1,100"
"1,446",78742,"1,099"
"1,447",75437,"1,094"
"1,448",77853,"1,091"
"1,449",78829,"1,090"
"1,450",76432,"1,086"
"1,451",77982,"1,084"
"1,452",76239,"1,080"
"1,453",79541,"1,077"
"1,454 TIE",75476,"1,072"
"1,454 TIE",79097,"1,072"
"1,456",75560,"1,071"
"1,457 TIE",79789,"1,070"
"1,457 TIE",75928,"1,070"
"1,459",75468,"1,068"
"1,460 TIE",75447,"1,067"
"1,460 TIE",76679,"1,067"
"1,462",77456,"1,063"
"1,463",79508,"1,061"
"1,464",79739,"1,052"
"1,465",76372,"1,051"
"1,466",76475,"1,031"
"1,467",76250,"1,026"
"1,468",76621,"1,025"
"1,469",78877,"1,023"
"1,470 TIE",76486,"1,018"
"1,470 TIE",76427,"1,018"
"1,472",78872,"1,014"
"1,473",77046,"1,002"
"1,474",78358,987
"1,475",78870,968
"1,476",75936,967
"1,477",78946,955
"1,478",75438,953
"1,479",76934,947
"1,480",75489,939
"1,481",79848,934
"1,482",78953,930
"1,483 TIE",78827,919
"1,483 TIE",75448,919
"1,485",77990,913
"1,486",75944,904
"1,487",77857,903
"1,488",77613,896
"1,489",76890,884
"1,490",79225,880
"1,491",75550,876
"1,492",75247,870
"1,493 TIE",76483,868
"1,493 TIE",79526,868
"1,495",77538,864
"1,496",79244,861
"1,497",78159,860
"1,498",77663,854
"1,499 TIE",78141,853
"1,499 TIE",79713,853
"1,501",79532,852
"1,502",75421,851
"1,503",76455,847
"1,504",76866,838
"1,505",75411,832
"1,506",78058,827
"1,507 TIE",75478,825
"1,507 TIE",78672,825
"1,507 TIE",79788,825
"1,510",77419,823
"1,511",79257,820
"1,512",76070,814
"1,513",76864,812
"1,514",77010,802
"1,515",75488,798
"1,516",78146,797
"1,517",77444,785
"1,518",77629,782
"1,519",75853,775
"1,520 TIE",78349,768
"1,520 TIE",75784,768
"1,522",79039,762
"1,523",79547,757
"1,524",78935,753
"1,525",78944,751
"1,526",78963,750
"1,527",75959,742
"1,528",78948,735
"1,529",79087,732
"1,530",75493,720
"1,531",78535,713
"1,532",77560,708
"1,533",78351,705
"1,534",76871,704
"1,535",78671,703
"1,536",76251,700
"1,537 TIE",76484,699
"1,537 TIE",77475,699
"1,539",78663,696
"1,540",78561,694
"1,541",79010,693
"1,542 TIE",79046,692
"1,542 TIE",79063,692
"1,544",77623,689
"1,545 TIE",75101,679
"1,545 TIE",78067,679
"1,547",76832,678
"1,548",78117,676
"1,549",75682,667
"1,550",76660,663
"1,551",79718,659
"1,552",77624,658
"1,553",79918,656
"1,554",79367,638
"1,555",76631,636
"1,556",75566,631
"1,557",79852,628
"1,558",79561,626
"1,559",78590,622
"1,560",78161,621
"1,561",78592,618
"1,562",76872,611
"1,563 TIE",76402,606
"1,563 TIE",75960,606
"1,565 TIE",79379,605
"1,565 TIE",79054,605
"1,567",78949,604
"1,568",79721,603
"1,569",76827,601
"1,570",78330,597
"1,571 TIE",76649,596
"1,571 TIE",77519,596
"1,573",77451,588
"1,574 TIE",79742,584
"1,574 TIE",79528,584
"1,576",78066,582
"1,577",76379,580
"1,578",76463,575
"1,579",76598,570
"1,580",77878,564
"1,581 TIE",77974,562
"1,581 TIE",75412,562
"1,581 TIE",79059,562
"1,584",77376,561
"1,585",78057,560
"1,586",76909,555
"1,587",79749,553
"1,588",76681,550
"1,589",79544,546
"1,590 TIE",79506,544
"1,590 TIE",78419,544
"1,592",78886,534
"1,593",78932,529
"1,594",78843,527
"1,595",76466,523
"1,596",78830,521
"1,597",77614,519
"1,598",75153,515
"1,599",79044,514
"1,600",79350,508
"1,601",77978,495
"1,602",77991,492
"1,603",76077,491
"1,604",76875,489
"1,605",78072,488
"1,606",76491,482
"1,607 TIE",77369,478
"1,607 TIE",79034,478
"1,609",79530,476
"1,610",79255,472
"1,611 TIE",77457,471
"1,611 TIE",78050,471
"1,613",77977,467
"1,614",76357,466
"1,615",79237,463
"1,616",77470,458
"1,617 TIE",75838,457
"1,617 TIE",79533,457
"1,619",79842,453
"1,620",76435,451
"1,621",77374,449
"1,622",76370,447
"1,623",78027,445
"1,624",78558,430
"1,625",78614,426
"1,626 TIE",78943,415
"1,626 TIE",78344,415
"1,628",77597,408
"1,629",78545,407
"1,630",77507,403
"1,631 TIE",79733,401
"1,631 TIE",75481,401
"1,633",76377,399
"1,634 TIE",76523,397
"1,634 TIE",78107,397
"1,636",79080,396
"1,637 TIE",76460,391
"1,637 TIE",78004,391
"1,639",77415,390
"1,640",79098,389
"1,641 TIE",78243,383
"1,641 TIE",78340,383
"1,643",76464,381
"1,644",75977,378
"1,645",77970,377
"1,646",77994,376
"1,647",77582,374
"1,648",76041,370
"1,649",76637,369
"1,650",77464,366
"1,651",77615,365
"1,652",77661,363
"1,653",75780,362
"1,654",79018,361
"1,655",77466,360
"1,656 TIE",77863,359
"1,656 TIE",79016,359
"1,658",78536,353
"1,659",78044,350
"1,660",79565,349
"1,661 TIE",78339,348
"1,661 TIE",79062,348
"1,661 TIE",76253,348
"1,664",75469,346
"1,665",76566,345
"1,666 TIE",75492,341
"1,666 TIE",78162,341
"1,668",79024,338
"1,669",78661,336
"1,670",77483,334
"1,671",77431,333
"1,672 TIE",76238,332
"1,672 TIE",79342,332
"1,674",78622,326
"1,675",78608,325
"1,676",79719,321
"1,677",78353,320
"1,678",78567,318
"1,679",75415,317
"1,680",79261,313
"1,681",79748,310
"1,682",75450,309
"1,683",78883,308
"1,684",77655,307
"1,685",76852,304
"1,686",77867,302
"1,687",79741,295
"1,688",76363,294
"1,689",78352,290
"1,690 TIE",76854,288
"1,690 TIE",79505,288
"1,690 TIE",79256,288
"1,693",76474,286
"1,694",78008,284
"1,695 TIE",77476,281
"1,695 TIE",79229,281
"1,695 TIE",79061,281
"1,695 TIE",75164,281
"1,699",76955,278
"1,700",78591,274
"1,701",78376,273
"1,702",78879,271
"1,703",77616,269
"1,704 TIE",78618,264
"1,704 TIE",77367,264
"1,704 TIE",76858,264
"1,707",76845,263
"1,708",76061,262
"1,709",76676,260
"1,710 TIE",78547,257
"1,710 TIE",76882,257
"1,710 TIE",79378,257
"1,713",79743,253
"1,714 TIE",78012,250
"1,714 TIE",78122,250
"1,714 TIE",76519,250
"1,717",76261,244
"1,718",79377,242
"1,719",79003,241
"1,720",76958,238
"1,721",79834,236
"1,722 TIE",76388,234
"1,722 TIE",78116,234
"1,724 TIE",78402,233
"1,724 TIE",79527,233
"1,724 TIE",77993,233
"1,724 TIE",76481,233
"1,728 TIE",79539,230
"1,728 TIE",77987,230
"1,730",76445,229
"1,731",79783,228
"1,732",78342,226
"1,733",76623,223
"1,734",76686,222
"1,735 TIE",78143,219
"1,735 TIE",75711,219
"1,737 TIE",76869,218
"1,737 TIE",75573,218
"1,739",76364,217
"1,740 TIE",79738,213
"1,740 TIE",75689,213
"1,742 TIE",75157,209
"1,742 TIE",78675,209
"1,744",75764,208
"1,745 TIE",75565,207
"1,745 TIE",75105,207
"1,747",78712,206
"1,748",78635,205
"1,749",78007,204
"1,750 TIE",76828,202
"1,750 TIE",75470,202
"1,752 TIE",79011,200
"1,752 TIE",79236,200
"1,754 TIE",76865,199
"1,754 TIE",78075,199
"1,756",75934,195
"1,757",78938,193
"1,758",78369,189
"1,759 TIE",75413,188
"1,759 TIE",79566,188
"1,761",78607,186
"1,762 TIE",76957,185
"1,762 TIE",76373,185
"1,764 TIE",76862,184
"1,764 TIE",79220,184
"1,764 TIE",79082,184
"1,764 TIE",78931,184
"1,764 TIE",76654,184
"1,769",79538,181
"1,770",79730,180
"1,771",77460,177
"1,772",76841,175
"1,773",75856,173
"1,774 TIE",76666,171
"1,774 TIE",75942,171
"1,776",76842,170
"1,777 TIE",78674,169
"1,777 TIE",78385,169
"1,777 TIE",78670,169
"1,780",77453,168
"1,781",77876,167
"1,782",76459,166
"1,783 TIE",77961,165
"1,783 TIE",76680,165
"1,785",79001,162
"1,786",79534,161
"1,787",76650,160
"1,788",78837,159
"1,789",77969,157
"1,790",78391,156
"1,791",79535,155
"1,792 TIE",79777,152
"1,792 TIE",77481,152
"1,794",79230,151
"1,795 TIE",76873,148
"1,795 TIE",77448,148
"1,797",77359,142
"1,798",79517,139
"1,799",79560,138
"1,800",76888,136
"1,801",79548,135
"1,802",75441,134
"1,803 TIE",79314,132
"1,803 TIE",77950,132
"1,803 TIE",77443,132
"1,803 TIE",78598,132
"1,807 TIE",77440,131
"1,807 TIE",76268,131
"1,807 TIE",79240,131
"1,810",79503,128
"1,811",79078,126
"1,812",79239,124
"1,813 TIE",78588,121
"1,813 TIE",79699,121
"1,815 TIE",77350,119
"1,815 TIE",76820,119
"1,817",76565,115
"1,818 TIE",79093,114
"1,818 TIE",76436,114
"1,820",79032,112
"1,821",76452,111
"1,822 TIE",76628,110
"1,822 TIE",75759,110
"1,824",78371,108
"1,825 TIE",75849,106
"1,825 TIE",76429,106
"1,827",79854,103
"1,828 TIE",78563,102
"1,828 TIE",79021,102
"1,830",78885,101
"1,831",77988,100
"1,832",78142,99
"1,833 TIE",79233,98
"1,833 TIE",75903,98
"1,835 TIE",78828,97
"1,835 TIE",76885,97
"1,837",78104,96
"1,838 TIE",79376,95
"1,838 TIE",79847,95
"1,840",78838,91
"1,841",75848,90
"1,842",79781,89
"1,843",75641,88
"1,844",79785,87
"1,845",76469,86
"1,846",78145,85
"1,847",78836,84
"1,848 TIE",79754,83
"1,848 TIE",78074,83
"1,850",77326,82
"1,851",79223,81
"1,852 TIE",79234,80
"1,852 TIE",75562,80
"1,854",76848,78
"1,855",76678,77
"1,856 TIE",79258,74
"1,856 TIE",79056,74
"1,858 TIE",79330,73
"1,858 TIE",79380,73
"1,860 TIE",76870,72
"1,860 TIE",78658,72
"1,860 TIE",76930,72
"1,860 TIE",79091,72
"1,864",79755,69
"1,865 TIE",79519,67
"1,865 TIE",76953,67
"1,867 TIE",78021,66
"1,867 TIE",76937,66
"1,869",79369,65
"1,870",79518,64
"1,871",76887,63
"1,872",78565,61
"1,873",77458,58
"1,874 TIE",79537,55
"1,874 TIE",76884,55
"1,876 TIE",76490,54
"1,876 TIE",79540,54
"1,878",75642,53
"1,879",79002,50
"1,880 TIE",79259,49
"1,880 TIE",76267,49
"1,880 TIE",79383,49
"1,883 TIE",75858,46
"1,883 TIE",77617,46
"1,885",78851,45
"1,886 TIE",76685,43
"1,886 TIE",79846,43
"1,888",78564,42
"1,889 TIE",79251,41
"1,889 TIE",77976,41
"1,891",77473,38
"1,892",77960,37
"1,893 TIE",77882,36
"1,893 TIE",79324,36
"1,895",79247,35
"1,896 TIE",79326,34
"1,896 TIE",77855,34
"1,898 TIE",75782,33
"1,898 TIE",73960,33
"1,900",76573,32
"1,901",75475,31
"1,902",77973,30
"1,903",75788,28
"1,904 TIE",79053,27
"1,904 TIE",77561,27
"1,906 TIE",79033,25
"1,906 TIE",78871,25
"1,908 TIE",79353,24
"1,908 TIE",78347,24
"1,910",77334,23
"1,911",79243,19
"1,912 TIE",78144,18
"1,912 TIE",77986,18
"1,914",78125,17
"1,915 TIE",79073,16
"1,915 TIE",79066,16
"1,917",76940,15
"1,918",76263,14
"1,919 TIE",77875,12
"1,919 TIE",79094,12
"1,919 TIE",79025,12
"1,922",79780,11
"1,923",76241,9
"1,924",75658,8
"1,925 TIE",78677,7
"1,925 TIE",79920,7
"1,927",76836,5
"1,928 TIE",77555,3
"1,928 TIE",75865,3
